id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
200082kn,1970-01-01T00:00:00,0.0,0.0,39.0,4.6,mwr,357.03,30.19,91.64,175.13,59.83,89.04,75.0,82.0,1.0,176.0,15.0,266.0,8613000000000000.0,977000000000000.0,-9590000000000000.0,507000000000000.0,-5170000000000000.0,741000000000000.0,us,forearc
200081rv,1970-01-01T00:00:00,0.0,0.0,36.0,5.0,mwr,317.99,27.57,71.73,158.41,63.93,99.29,70.0,88.0,8.0,334.0,18.0,241.0,2.68e+16,-6263000000000000.0,-2.0537e+16,5790000000000000.0,-2.0629e+16,1.39e+16,us,forearc
20007zam,1970-01-01T00:00:00,0.0,0.0,34.0,5.2,mwr,176.22,53.45,98.44,342.24,37.38,78.81,79.0,121.0,7.0,351.0,8.0,260.0,7.5626e+16,1.5945e+16,-9.1571e+16,-2847000000000000.0,-2.5652e+16,2.0215e+16,us,forearc
b000k2du,1970-01-01T00:00:00,0.0,0.0,7.0,5.4,mwb,338.29,18.23,73.42,175.7,72.55,95.37,62.0,94.0,5.0,354.0,27.0,261.0,8.411e+16,1.113e+16,-9.524e+16,7200000000000000.0,-1.3025e+17,2.308e+16,us,forearc
2000cptq,1970-01-01T00:00:00,0.0,0.0,12.0,4.9,mwr,198.13,65.88,73.91,53.34,28.73,121.75,65.0,80.0,15.0,205.0,19.0,300.0,1.7459e+16,-3289000000000000.0,-1.417e+16,-3707000000000000.0,-1.647e+16,-1.3089e+16,us,forearc
7000fdki,1970-01-01T00:00:00,0.0,0.0,8.0,4.9,mwr,194.39,80.58,83.65,48.59,11.35,123.68,54.0,97.0,6.0,195.0,35.0,290.0,9071000000000000.0,-378000000000000.0,-8693000000000000.0,-7155000000000000.0,-2.8757e+16,-6274000000000000.0,us,forearc
B022277A,1977-02-22T14:10:08,-75.29,-45.61,33.0,5.4,mwc,261.0,76.0,-168.0,168.0,78.0,-14.0,2.0,215.0,72.0,310.0,18.0,124.0,,,,,,,us,forearc
C200605300250A,2006-05-30T02:50:09,-75.52,-45.76,36.3,5.7,mwc,78.0,71.0,-175.0,346.0,85.0,-19.0,9.0,33.0,71.0,151.0,17.0,300.0,,,,,,,us,forearc
C200804110129A,2008-04-11T01:29:45,-75.22,-45.77,10.0,5.1,mwc,80.0,67.0,-165.0,343.0,76.0,-24.0,6.0,33.0,62.0,135.0,27.0,300.0,,,,,,,us,forearc
C201007092257A,2010-07-09T22:57:17,-75.59,-46.06,14.9,5.3,mwc,79.0,59.0,-176.0,347.0,86.0,-31.0,19.0,37.0,58.0,161.0,24.0,298.0,,,,,,,us,forearc
70005v2p,2019-10-17T16:58:28,-69.2227,-46.6019,11.5,4.9,mww,298.01,27.87,-54.69,79.32,67.58,-106.99,21.0,182.0,16.0,86.0,63.0,322.0,-9742000000000000.0,2.2206e+16,-1.2464e+16,-1.4249e+16,-294000000000000.0,-1576000000000000.0,us,forearc
7000lhnw,2023-12-09T04:49:51,-75.6818,-45.7598,13.5,5.2,mww,258.15,86.82,177.25,348.3,87.25,3.19,4.0,213.0,86.0,29.0,0.0,123.0,-2.2894e+16,4.3735e+16,-2.0841e+16,-6971000000000000.0,4862000000000000.0,-7.4131e+16,us,forearc
